,name,street,city,state,zipcode,phone,website,bbb_url,category,accredited,bbb_rating,accredited_date,years_in_business,one_year_complaints,three_year_complaints,saleability_score
1126,"L & J Roofing and Home Improvements, Inc",4345 Columbia Rd #D,Martinez,GA,30907-4530,(706) 738-7663,,https://www.bbb.org/us/ga/martinez/profile/roofing-contractors/l-j-roofing-and-home-improvements-inc-0743-31637,Roofing Contractors,Not Accredited,NR,,30.0,0,0,0.55
1127,Peak to Peak Roofing and Exteriors,3496 US Highway 341 S,Hawkinsville,GA,31036-9666,(478) 972-6540,,https://www.bbb.org/us/ga/hawkinsville/profile/roofing-contractors/peak-to-peak-roofing-and-exteriors-0743-29120,Roofing Contractors,Not Accredited,NR,,14.0,0,0,0.55
1128,Kevin's Roofing & Remodeling,PO Box 7132,Columbus,GA,31908-7132,(706) 393-6073,https://www.facebook.com/KevinsRoofingAndRemodeling,https://www.bbb.org/us/ga/columbus/profile/roofing-contractors/kevins-roofing-remodeling-0743-28002450,Roofing Contractors,Not Accredited,NR,,,0,0,0.55
1129,J B Roofing,Mud Creek Rd.,Cornelia,GA,30531,(706) 491-7956,,https://www.bbb.org/us/ga/cornelia/profile/home-builders/j-b-roofing-0443-27255248,Home Builders,Not Accredited,A+,,,0,0,0.55
1130,Q and C Roofing & Construction,3145 Tucker Norcross Rd,Tucker,GA,30084-2194,(470) 395-9135,,https://www.bbb.org/us/ga/tucker/profile/commercial-roofing/q-and-c-roofing-construction-0443-27709608,Commercial Roofing,Not Accredited,A+,,,0,0,0.55
1131,Bruce Bass Roofing,162 Forestwood Dr,Macon,GA,31217-7507,(478) 745-8338,,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/bruce-bass-roofing-0743-11049,Roofing Contractors,Not Accredited,NR,,18.0,0,0,0.55
1132,"Guardian Roofers, Inc.",245 Lakeland Dr,Athens,GA,30607-2014,(706) 207-4805,http://www.guardianroofers.com/,https://www.bbb.org/us/ga/athens/profile/roofing-contractors/guardian-roofers-inc-0443-27419302,Roofing Contractors,Not Accredited,NR,,,0,0,0.55
1133,Welch's Roofing,412 Berlin Rd,Dothan,AL,36301-9139,(334) 701-3566,,https://www.bbb.org/us/al/dothan/profile/roofing-contractors/welchs-roofing-0463-90147240,Roofing Contractors,Not Accredited,D-,,,0,2,0.55
1134,S H C Roofing Inc,7486 Bankhead Hwy #b,Douglasville,GA,30134-1653,(770) 627-5417,http://shcroofing.com/,https://www.bbb.org/us/ga/douglasville/profile/roofing-contractors/s-h-c-roofing-inc-0443-27774832,Roofing Contractors,Not Accredited,NR,,,0,0,0.55
1135,Ray's Roofing & Home Repair,#1 Padlock Mountain Rd.,Cave Spring,GA,30124,(985) 860-8184,,https://www.bbb.org/us/ga/cave-spring/profile/builders-hardware/rays-roofing-home-repair-0483-40061654,Builders Hardware,Not Accredited,A+,,,0,0,0.55
1136,Superior Roofing Services,865 Athens St,Jefferson,GA,30549,(706) 351-7580,,https://www.bbb.org/us/ga/jefferson/profile/business-services/superior-roofing-services-0443-27898248,Business Services,Not Accredited,A+,,,0,0,0.55
1137,Gray's Roofing,112 Piney Grove Cir,Kathleen,GA,31047-2631,(478) 960-1006,,https://www.bbb.org/us/ga/kathleen/profile/roofing-contractors/grays-roofing-0743-18538,Roofing Contractors,Not Accredited,NR,,39.0,0,0,0.55
1138,Franco's Roofing Co,1846 Telfair St,Dublin,GA,31021-3119,(478) 275-9973,,https://www.bbb.org/us/ga/dublin/profile/roofing-contractors/francos-roofing-co-0743-18631,Roofing Contractors,Not Accredited,NR,,15.0,0,0,0.55
1139,"R & M Ballard Roofing, LLC",2346 Kensington Rd,Macon,GA,31211-2210,(478) 750-0403,,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/r-m-ballard-roofing-llc-0743-9001267,Roofing Contractors,Not Accredited,NR,,56.0,0,0,0.55
1140,Georgia Roofing & Construction,4100 Riverside Dr Ste 115,Macon,GA,31210-0215,(770) 222-3535,,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/georgia-roofing-construction-0743-26548,Roofing Contractors,Not Accredited,NR,,14.0,0,0,0.55
1141,Atlas Roofing Co,P O Box 565,Forest Park,GA,30298,(404) 361-1402,http://www.atlasroofingcompany.com/,https://www.bbb.org/us/ga/forest-park/profile/roofing-contractors/atlas-roofing-co-0443-27258516,Roofing Contractors,Not Accredited,NR,,,0,0,0.55
1142,Apex Roofing Company,463 Camberley Ln,Dallas,GA,30132-8452,(661) 286-1018,http://apexentroofing.com/,https://www.bbb.org/us/ga/dallas/profile/roofing-contractors/apex-roofing-company-0443-27215183,Roofing Contractors,Not Accredited,NR,,,0,0,0.55
1143,Solid State Roofing,4636 Old Norcross Rd,Duluth,GA,30096,(678) 357-3843,,https://www.bbb.org/us/ga/duluth/profile/roofing-contractors/solid-state-roofing-0443-28188652,Roofing Contractors,Not Accredited,NR,,10.0,0,0,0.55
1144,Silver Roof Inc.,2933 Pleasant Hill Rd STE B12,Duluth,GA,30096-3812,(404) 548-8104,https://silverroofinc.business.site/,https://www.bbb.org/us/ga/duluth/profile/roofing-contractors/silver-roof-inc-0443-28175226,Roofing Contractors,Not Accredited,NR,,,0,0,0.55
1145,GBM Construction,104 Old Oak Drive,Forsyth,GA,31029,(404) 227-4880,,https://www.bbb.org/us/ga/forsyth/profile/general-contractor/gbm-construction-0743-21376,General Contractor,Not Accredited,A+,,,0,0,0.55
1146,American Pride Roofing Company,70 Charlotte Blvd,Stockbridge,GA,30281-3833,(678) 759-2411,,https://www.bbb.org/us/ga/stockbridge/profile/roofing-contractors/american-pride-roofing-company-0443-27492448,Roofing Contractors,Not Accredited,NR,,11.0,0,0,0.55
1147,"M Jordan Roofing, Inc",724 Warm Springs Hwy,Manchester,GA,31816-1147,(706) 846-5256,,https://www.bbb.org/us/ga/manchester/profile/roofing-contractors/m-jordan-roofing-inc-0443-91802821,Roofing Contractors,Not Accredited,NR,,23.0,0,0,0.55
1148,MacLean Roofing Inc.,3388 Jollystreet Rd,Prosperity,SC,29127-6792,(803) 609-3232,,https://www.bbb.org/us/sc/prosperity/profile/roofing-contractors/maclean-roofing-inc-0663-15001795,Roofing Contractors,Not Accredited,F,,24.0,0,0,0.55
1149,Brad Roofing Construction Co,P.O. Box 871016,Stone Mountain,GA,30087-0026,(404) 787-4360,,https://www.bbb.org/us/ga/stone-mountain/profile/general-contractor/brad-roofing-construction-co-0443-27144598,General Contractor,Not Accredited,A+,,,0,0,0.55
1150,Mosaic Roofing Company LLC,3379 Peachtree Rd NE suite 555,Atlanta,GA,30326,(404) 213-4767,https://www.mosaicroofingcompany.com/,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/mosaic-roofing-company-llc-0443-28175443,Roofing Contractors,Not Accredited,F,,5.0,0,3,0.55
1151,Georgia Smart Services,1766 Old Norcross Rd Ste W,Lawrenceville,GA,30044-2943,(404) 953-0439,https://www.georgiasmartservices.com/,https://www.bbb.org/us/ga/lawrenceville/profile/roof-leak-repair/georgia-smart-services-0443-28182634,Roof Leak Repair,Accredited,A,10/1/2021,2.0,1,1,0.55
1152,Hobbs Roofing & Home Improvements,107 Southwind Drive,Kathleen,GA,31047-3301,(478) 953-7576,,https://www.bbb.org/us/ga/kathleen/profile/roofing-contractors/hobbs-roofing-home-improvements-0743-9000601,Roofing Contractors,Not Accredited,NR,,35.0,0,0,0.55
1153,Don's Roofing & Home Improvements,Address on File with BBB,Decatur,GA,30034-4925,(770) 330-8531,,https://www.bbb.org/us/ga/decatur/profile/roofing-contractors/dons-roofing-home-improvements-0443-27226131,Roofing Contractors,Not Accredited,NR,,15.0,0,0,0.55
1154,Tillman Roofing Co.,3971 Lindsey Drive,Macon,GA,31206,(478) 788-6500,,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/tillman-roofing-co-0743-5000608,Roofing Contractors,Not Accredited,NR,,31.0,0,0,0.55
1155,C & L or Mike's Roofing/Home Improvement,1012 Sparks St SW # W,Atlanta,GA,30310-3312,(404) 798-5562,,https://www.bbb.org/us/ga/atlanta/profile/home-improvement/c-l-or-mikes-roofinghome-improvement-0443-27051874,Home Improvement,Not Accredited,A+,,,0,0,0.55
1156,Becker Roofing Co,2335 Saint Charles Ave,Montgomery,AL,36107-1747,(334) 264-9400,,https://www.bbb.org/us/al/montgomery/profile/painting-contractors/becker-roofing-co-0463-76001075,Painting Contractors,Not Accredited,A+,,,0,0,0.55
1157,"Coastal Roofing Company, Inc.",8 N Coastal Hwy Ste A,Savannah,GA,31407-1317,(912) 966-2524,,https://www.bbb.org/us/ga/savannah/profile/roofing-contractors/coastal-roofing-company-inc-0403-235946103,Roofing Contractors,Not Accredited,NR,,38.0,0,0,0.55
1158,"Cox & Son Roofing, Inc.",17 Cox Ln,Hayesville,NC,28904-4400,(828) 389-8864,,https://www.bbb.org/us/nc/hayesville/profile/roofing-contractors/cox-son-roofing-inc-0473-92003637,Roofing Contractors,Not Accredited,NR,,42.0,0,0,0.55
1159,"Roof Systems, Inc.",285 Edward Drive,Macon,GA,31216,(478) 784-7844,,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/roof-systems-inc-0743-6002034,Roofing Contractors,Not Accredited,NR,,21.0,0,0,0.55
1160,EGM Construction Services LLC,603 N Davis Dr,Warner Robins,GA,31093,(478) 225-9446,,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/egm-construction-services-llc-0743-45266,Roofing Contractors,Not Accredited,NR,,19.0,0,0,0.55
1161,Gutterworks Roofing Company,PO Box 2274,Peachtree City,GA,30269-0274,(770) 631-5771,,https://www.bbb.org/us/ga/peachtree-city/profile/gutters/gutterworks-roofing-company-0443-7003470,Gutters,Not Accredited,A+,,,0,0,0.55
1162,"Drain Right Gutters and Roofing, Inc.",109 Church Aly,Brooks,GA,30205-1814,(770) 296-9389,http://drainrightinc.com/,https://www.bbb.org/us/ga/brooks/profile/gutter-contractor/drain-right-gutters-and-roofing-inc-0443-27659203,Gutter Contractor,Not Accredited,C+,,22.0,1,1,0.54
1163,JC Roofing & NBH Construction LLC,307 Little Farm Lane,Kathleen,GA,31047,(478) 952-2023,,https://www.bbb.org/us/ga/kathleen/profile/construction-services/jc-roofing-nbh-construction-llc-0743-120490,Construction Services,Not Accredited,A-,,1.0,0,0,0.54
1164,Precision Roofing Installation LLC,200 Cooper Ln,Easley,SC,29642-8288,(864) 306-4938,,https://www.bbb.org/us/sc/easley/profile/roofing-contractors/precision-roofing-installation-llc-0673-90008366,Roofing Contractors,Not Accredited,F,,9.0,0,0,0.54
1165,A & E Roofing & Remodeling,6660 Mableton Parkway,Mableton,GA,30126,,,https://www.bbb.org/us/ga/mableton/profile/general-contractor/a-e-roofing-remodeling-0443-27412771,General Contractor,Not Accredited,A+,,,0,0,0.53
1166,"Martha's Roofing, LLC",2462 Highway 34 E Ste G,Newnan,GA,30265-2380,,,https://www.bbb.org/us/ga/newnan/profile/roofing-contractors/marthas-roofing-llc-0443-27418642,Roofing Contractors,Not Accredited,NR,,13.0,0,0,0.53
1167,TNT Roofing & Construction,632 Villa Esta Ave,Macon,GA,31206-1750,(478) 228-8978,,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/tnt-roofing-construction-0743-108981,Roofing Contractors,Not Accredited,A,,,1,1,0.53
1168,Pro Roof Solutions and Remodeling LLC,,Snellville,GA,30039,(678) 849-6125,https://prsremodeling.business.site/,https://www.bbb.org/us/ga/snellville/profile/roofing-contractors/pro-roof-solutions-and-remodeling-llc-0443-91820726,Roofing Contractors,Not Accredited,NR,,,0,0,0.53
1169,Atlanta Industrial Roofing Company,7851 Old Morrow Rd,Jonesboro,GA,30236-2444,,,https://www.bbb.org/us/ga/jonesboro/profile/roofing-contractors/atlanta-industrial-roofing-company-0443-4000525,Roofing Contractors,Not Accredited,NR,,33.0,0,0,0.53
1170,"Integrity Roofing Solutions, LLC",,Summerville,GA,30747-1771,(404) 330-7373,https://www.myintegrityroof.com/,https://www.bbb.org/us/ga/summerville/profile/roofing-contractors/integrity-roofing-solutions-llc-0483-80008713,Roofing Contractors,Not Accredited,NR,,,0,0,0.53
1171,Charles Green Roofing Repair,1589 County Road 7752,Troy,AL,36081-6777,(334) 465-9228,,https://www.bbb.org/us/al/troy/profile/roof-leak-repair/charles-green-roofing-repair-0463-90220558,Roof Leak Repair,Not Accredited,A,,,0,0,0.53
1172,Buice Roofing & Repairs,,Gray,GA,31032,(478) 318-0792,,https://www.bbb.org/us/ga/gray/profile/roofing-contractors/buice-roofing-repairs-0743-23653,Roofing Contractors,Not Accredited,NR,,29.0,0,0,0.53
1173,Express Roofing & Remodeling 1 LLC,827 Collins Ave,Warner Robins,GA,31093-6859,(678) 994-8854,,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/express-roofing-remodeling-1-llc-0743-107345,Roofing Contractors,Not Accredited,C,,4.0,1,2,0.52
1174,L & D Roofing And Construction,1530 Pine Ridge Rd,Montgomery,AL,36109-1332,(334) 314-5512,,https://www.bbb.org/us/al/montgomery/profile/roofing-contractors/l-d-roofing-and-construction-0463-90220097,Roofing Contractors,Not Accredited,C,,3.0,1,1,0.51
1175,Atlanta's Roofing Solutions,792 Murphey St,Scottdale,GA,30079-1018,(404) 287-7756,,https://www.bbb.org/us/ga/scottdale/profile/roofing-contractors/atlantas-roofing-solutions-0443-27837772,Roofing Contractors,Not Accredited,NR,,6.0,0,0,0.51
1176,M&M Roofing and Gutters,,Austell,GA,30106,(404) 430-2469,,https://www.bbb.org/us/ga/austell/profile/roofing-consultants/mm-roofing-and-gutters-0443-91832989,Roofing Consultants,Accredited,A-,10/6/2023,1.0,0,0,0.51
1177,"Carrollton Premiere Roofing, Inc.",300 Villa Rosa Way,Temple,GA,30179-4234,(404) 602-2005,,https://www.bbb.org/us/ga/temple/profile/roofing-contractors/carrollton-premiere-roofing-inc-0443-28125475,Roofing Contractors,Not Accredited,NR,,6.0,0,0,0.51
1178,"Golden Roof Construction, LLC",,Norcross,GA,30093,(678) 436-9920,,https://www.bbb.org/us/ga/norcross/profile/gutters/golden-roof-construction-llc-0443-91830361,Gutters,Accredited,A-,10/10/2023,1.0,0,0,0.51
1179,HomeTrust Roofing LLC,12150 Morris Rd,Alpharetta,GA,30005,(770) 540-9761,,https://www.bbb.org/us/ga/alpharetta/profile/roofing-contractors/hometrust-roofing-llc-0443-28196519,Roofing Contractors,Not Accredited,NR,,5.0,0,0,0.5
1180,Encore Roofing,1377 Buford Business Blvd,Buford,GA,30518-9206,(770) 945-0100,http://www.woodallroofing.com/,https://www.bbb.org/us/ga/buford/profile/commercial-roofing/encore-roofing-0443-27271031,Commercial Roofing,Not Accredited,NR,,43.0,0,0,0.5
1181,Rosser Roofing Solutions,231 Riverside Dr,Holly Hill,FL,32117-4962,(386) 626-2096,,https://www.bbb.org/us/fl/holly-hill/profile/roofing-contractors/rosser-roofing-solutions-0733-90640803,Roofing Contractors,Not Accredited,F,,17.0,0,6,0.5
1182,"Raff, Inc.",64 Higgins Mill Rd,Forsyth,GA,31029-4400,(478) 256-0253,https://raffinc.com/,https://www.bbb.org/us/ga/forsyth/profile/handyman/raff-inc-0743-9001092,Handyman,Not Accredited,F,,24.0,0,0,0.5
1183,Middle GA Roofing,PO Box 4221,Macon,GA,31208-4221,(478) 738-2211,,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/middle-ga-roofing-0743-2710,Roofing Contractors,Not Accredited,F,,38.0,0,3,0.5
1184,"Lyle & Associates, Inc.",926 Hardscrabble Rd,Roswell,GA,30075-2202,(404) 317-7791,http://www.lyleassociates.com/,https://www.bbb.org/us/ga/roswell/profile/commercial-roofing/lyle-associates-inc-0443-27124551,Commercial Roofing,Not Accredited,F,,32.0,0,0,0.5
1185,Southern Roofing Contractors LLC,131 W Bankhead Hwy,Villa Rica,GA,30180-1849,(770) 462-1160,,https://www.bbb.org/us/ga/villa-rica/profile/roofing-contractors/southern-roofing-contractors-llc-0443-28133885,Roofing Contractors,Not Accredited,NR,,5.0,0,0,0.5
1186,Beverly Contracting,,Dallas,GA,30157,(770) 282-4241,,https://www.bbb.org/us/ga/dallas/profile/storm-damage-repair/beverly-contracting-0443-91828768,Storm Damage Repair,Accredited,A-,5/11/2023,,0,0,0.5
1187,Keller Brother's Roofing,2666 Kimmeridge Dr.,Atlanta,GA,30334,(801) 674-8063,,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/keller-brothers-roofing-0443-28130208,Roofing Contractors,Not Accredited,NR,,4.0,0,0,0.49
1188,E&F Roofing Experts,"707 Bankshire Dr,",Suwanee,GA,30024,(678) 420-8342,,https://www.bbb.org/us/ga/suwanee/profile/roofing-contractors/ef-roofing-experts-0443-28134413,Roofing Contractors,Not Accredited,NR,,4.0,0,0,0.49
1189,JIBL Constrruction,1096 Gale Dr,Norcross,GA,30093,(404) 437-0643,,https://www.bbb.org/us/ga/norcross/profile/roofing-contractors/jibl-constrruction-0443-28173584,Roofing Contractors,Not Accredited,NR,,4.0,0,0,0.49
1190,Whitehat Roof Solutions LLC,3276 Elwin Ragsdale Way,Acworth,GA,30102,(833) 353-9477,,https://www.bbb.org/us/ga/acworth/profile/roofing-contractors/whitehat-roof-solutions-llc-0443-28124636,Roofing Contractors,Not Accredited,NR,,4.0,0,0,0.49
1191,Roofing Services of Atlanta,2120 Buford Hwy,Cumming,GA,30041-9486,(404) 632-6096,,https://www.bbb.org/us/ga/cumming/profile/roofing-contractors/roofing-services-of-atlanta-0443-28126792,Roofing Contractors,Not Accredited,NR,,4.0,0,0,0.49
1192,Prime Siding & Roof Installation LLC,"763 Weybourne Ct,",Marietta,GA,30066,(770) 715-0797,,https://www.bbb.org/us/ga/marietta/profile/roofing-contractors/prime-siding-roof-installation-llc-0443-28131391,Roofing Contractors,Not Accredited,NR,,4.0,0,0,0.49
1193,Beason Commercial Roofing & Contracting,407 Honeysuckle Rd,Dothan,AL,36305-1226,(334) 803-9996,,https://www.bbb.org/us/al/dothan/profile/roofing-contractors/beason-commercial-roofing-contracting-0463-90216697,Roofing Contractors,Not Accredited,NR,,4.0,0,0,0.49
1194,McFadden Roofers,Address on file with the BBB,Newnan,GA,30263,(404) 401-2649,,https://www.bbb.org/us/ga/newnan/profile/roofing-contractors/mcfadden-roofers-0443-28146572,Roofing Contractors,Not Accredited,NR,,3.0,0,0,0.48
1195,Athens Roofing & Siding,"110 International Dr Ste 200Z,",Athens,GA,30605,(762) 499-5900,http://www.athensroofingandsiding.com/,https://www.bbb.org/us/ga/athens/profile/roofing-contractors/athens-roofing-siding-0443-27602686,Roofing Contractors,Not Accredited,F,,8.0,2,3,0.48
1196,Atlanta Roof Repairs,102 Thomas Dorsey Dr,Villa Rica,GA,30180-2730,(470) 445-0430,,https://www.bbb.org/us/ga/villa-rica/profile/roofing-contractors/atlanta-roof-repairs-0443-28147688,Roofing Contractors,Not Accredited,C,,,1,1,0.48
1197,"Amtech Roofing, LLC",3421 US Highway 41 N STE 600,Byron,GA,31008-3361,,https://www.amtechroofing.net/,https://www.bbb.org/us/ga/byron/profile/roofing-contractors/amtech-roofing-llc-0743-35033,Roofing Contractors,Not Accredited,F,,12.0,2,3,0.47
1198,Fair & Squared Roofing,,Alpharetta,GA,30005-8300,(678) 467-4191,,https://www.bbb.org/us/ga/alpharetta/profile/roofing-contractors/fair-squared-roofing-0443-28022579,Roofing Contractors,Not Accredited,NR,,5.0,0,0,0.47
1199,Larry Jackson’s Roofing,546 Firetower Rd,Pineland,SC,29934,(843) 258-6085,,https://www.bbb.org/us/sc/pineland/profile/roofing-contractors/larry-jacksons-roofing-0403-236015196,Roofing Contractors,Not Accredited,D+,,,1,1,0.47
1200,"Guys On Roofs, Inc",4850 Sugarloaf Parkway Suite 209-337,Lawrenceville,GA,30044,(404) 801-3876,,https://www.bbb.org/us/ga/lawrenceville/profile/roofing-contractors/guys-on-roofs-inc-0443-28170817,Roofing Contractors,Not Accredited,NR,,2.0,0,0,0.47
1201,Roofsouth,124 0baum Bay Dr,Milledgeville,GA,31061,(833) 453-2776,,https://www.bbb.org/us/ga/milledgeville/profile/residential-roofing/roofsouth-0743-120412,Residential Roofing,Not Accredited,B+,,,0,1,0.47
1202,Infront Industries,154 S Houston Lake Rd STE 800,Warner Robins,GA,31088-9016,(478) 396-5304,http://www.infrontroofing.com/,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/infront-industries-0743-45561,Roofing Contractors,Not Accredited,F,,6.0,1,4,0.46
1203,Dreamworks Roofing & Contractors,4640 Lawrenceville Rd,Loganville,GA,30052-2662,(770) 685-7463,https://www.dreamworkscontractors.com/,https://www.bbb.org/us/ga/loganville/profile/building-and-construction/dreamworks-roofing-contractors-0443-28192366,Building And Construction,Not Accredited,C,,2.0,1,1,0.46
1204,Atlanta Roof Repairs,2349 Fairburn Rd,Douglasville,GA,30135-1413,(770) 387-0189,,https://www.bbb.org/us/ga/douglasville/profile/roofing-contractors/atlanta-roof-repairs-0443-11000830,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1205,D&S Roofing & Sheet Metal,8 Spring Valley Road,Phenix City,AL,36870,(706) 527-0713,,https://www.bbb.org/us/al/phenix-city/profile/roofing-contractors/ds-roofing-sheet-metal-0743-91802553,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1206,"E & E Roofing, LLC",4499 Latchwood Dr,Lithonia,GA,30038-4270,(404) 484-2999,,https://www.bbb.org/us/ga/lithonia/profile/roofing-contractors/e-e-roofing-llc-0443-27281410,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1207,A.T.S. Roofing and Construction,7110 Little Mill Rd,Cumming,GA,30041,(770) 844-0000,,https://www.bbb.org/us/ga/cumming/profile/roofing-contractors/ats-roofing-and-construction-0443-27756746,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1208,Just A Roofing Company/Bobby Blair,3971 Sumit Dr.,Douglasville,GA,30135,(770) 728-2935,,https://www.bbb.org/us/ga/douglasville/profile/roofing-contractors/just-a-roofing-companybobby-blair-0443-27290882,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1209,Roof Repairs & More,Not Known,Greenville,SC,29607,(864) 303-3376,,https://www.bbb.org/us/sc/greenville/profile/roofing-contractors/roof-repairs-more-0673-90003696,Roofing Contractors,Not Accredited,F,,,0,0,0.45
1210,Dewberry Roofing Co,830 Lane St,Griffin,GA,30223-1804,(770) 468-6235,,https://www.bbb.org/us/ga/griffin/profile/roofing-contractors/dewberry-roofing-co-0443-27616249,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1211,"Pritchett, James Roofer",2308 Lakewood Ave SW,Atlanta,GA,30315-6304,(404) 635-0867,,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/pritchett-james-roofer-0443-9297,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1212,"D & H Roofing, Inc",841 Wax Rd SE,Silver Creek,GA,30173-2709,(706) 232-6079,,https://www.bbb.org/us/ga/silver-creek/profile/roofing-contractors/d-h-roofing-inc-0483-40028345,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1213,Roof Professionals,88 Mansell Ct,Roswell,GA,30076-4811,(770) 375-7786,,https://www.bbb.org/us/ga/roswell/profile/roofing-contractors/roof-professionals-0443-28190887,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1214,"Pink Roofing Experts, LLC",1395 Stirling Cir NW,Atlanta,GA,30318-4128,(678) 697-8826,,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/pink-roofing-experts-llc-0443-27504137,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1215,The Roofer Chick,PO Box 90914,Atlanta,GA,30364-0914,(678) 949-2578,,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/the-roofer-chick-0443-27492697,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1216,Contracting Services,211 Castlebury Cir,Kathleen,GA,31047-3309,(478) 867-2824,,https://www.bbb.org/us/ga/kathleen/profile/roofing-contractors/contracting-services-0743-103551,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1217,Jeff Cowart's Roofing,1525 Danielsville Rd Lot 15,Athens,GA,30601-1358,(706) 354-0718,,https://www.bbb.org/us/ga/athens/profile/roofing-contractors/jeff-cowarts-roofing-0443-27420623,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1218,Parker & Sons Roofing Contr,501 Brushy Creek Cir,Jackson,GA,30233-6354,(770) 504-0000,,https://www.bbb.org/us/ga/jackson/profile/roofing-contractors/parker-sons-roofing-contr-0443-27769710,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1219,Pedro Garcia Roofing,958 Sylvian Dr,Macon,GA,31206-2549,(478) 788-7511,,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/pedro-garcia-roofing-0743-21788,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1220,A B Roofing Contracting LLC,1341 Glynview Cir,Lawrenceville,GA,30043-5637,(404) 702-7472,,https://www.bbb.org/us/ga/lawrenceville/profile/roofing-contractors/a-b-roofing-contracting-llc-0443-27228526,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1221,C&S Roofing and Restoration,430 Tolbert Street,Cumming,GA,30040,(770) 833-0480,,https://www.bbb.org/us/ga/cumming/profile/roofing-contractors/cs-roofing-and-restoration-0443-27836368,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1222,Roofing Professionals,1000 Cooper Cir,Peachtree City,GA,30269,(770) 632-1973,,https://www.bbb.org/us/ga/peachtree-city/profile/roofing-contractors/roofing-professionals-0443-27305324,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1223,Asm,P.O. Box 1042,Griffin,GA,30224-0027,(770) 227-5704,,https://www.bbb.org/us/ga/griffin/profile/roofing-contractors/asm-0443-27149102,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1224,Sol Roofing Constructions,1022 Indian Trail Lilburn Rd,Lilburn,GA,30047,(470) 395-9332,,https://www.bbb.org/us/ga/lilburn/profile/roofing-contractors/sol-roofing-constructions-0443-28118927,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1225,Lexington Residential Roofing,208 Maplewood Dr,Lexington,SC,29073-7396,(803) 957-4643,,https://www.bbb.org/us/sc/lexington/profile/roofing-contractors/lexington-residential-roofing-0663-22000053,Roofing Contractors,Not Accredited,F,,,0,0,0.45
1226,Boofer Roofer,932 Park Pl Ne,Conyers,GA,30012-4765,(770) 905-1802,,https://www.bbb.org/us/ga/conyers/profile/roofing-contractors/boofer-roofer-0443-27445674,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1227,Mike's Roofing,Robin Wood Circle,Dalton,GA,30721,(706) 483-4385,,https://www.bbb.org/us/ga/dalton/profile/roofing-contractors/mikes-roofing-0483-40050578,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1228,Atlanta Residential Roofing of Georgia,3566 Harper Rd,McDonough,GA,30252-8121,(706) 298-0921,,https://www.bbb.org/us/ga/mcdonough/profile/roofing-contractors/atlanta-residential-roofing-of-georgia-0443-27366639,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1229,Pink Roofer,5529 N Henry Blvd,Stockbridge,GA,30281-3267,(678) 782-3590,,https://www.bbb.org/us/ga/stockbridge/profile/roofing-contractors/pink-roofer-0443-27533759,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
1230,All Roofing Specialists,2840 Maple Vista Lane,Lawrenceville,GA,30044,(678) 982-9972,,https://www.bbb.org/us/ga/lawrenceville/profile/roofing-contractors/all-roofing-specialists-0443-27284288,Roofing Contractors,Not Accredited,NR,,,0,0,0.45
